Institution,City,State,Undergraduates,Median Earnings
Ponca City Beauty College,Ponca City,OK,29.0,16318.0
Francis Tuttle Technology Center,Oklahoma City,OK,734.0,35110.0
Central Technology Center,Drumright,OK,1122.0,31467.0
Carrington College-Portland,Portland,OR,350.0,34326.0
Career Technology Center of Lackawanna County,Scranton,PA,69.0,42048.0
Houston Graduate School of Theology,Houston,TX,,
Palo Alto College,San Antonio,TX,7624.0,37254.0
Sebring Career Schools-Huntsville,Huntsville,TX,21.0,17977.0
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,San Antonio,TX,60.0,24747.0
Central Texas Beauty College-Round Rock,Round Rock,TX,156.0,18043.0
Unification Theological Seminary,New York,NY,,
Athens Technical College,Athens,GA,3115.0,32590.0
GateWay Community College-Central City,Phoenix,AZ,661.0,44359.0
Carrington College-San Leandro Campus,San Leandro,CA,317.0,37808.0
Headmasters School of Hair Design,Lewiston,ID,26.0,27196.0
The Salon Professional Academy-Nampa,Nampa,ID,91.0,24332.0
Beckfield College-Florence,Florence,KY,753.0,37483.0
Dorsey College-Wayne,Wayne,MI,241.0,26831.0
Ecumenical Theological Seminary,Detroit,MI,8.0,
Ross Medical Education Center-Saginaw,Saginaw,MI,67.0,26016.0
Sussex County Community College,Newton,NJ,1863.0,40772.0
Landmark College,Putney,VT,403.0,29761.0
Yeshiva Gedolah of Greater Detroit,Oak Park,MI,54.0,
Austin Graduate School of Theology,Austin,TX,5.0,
Collin County Community College District,McKinney,TX,24159.0,46922.0
Owensboro Community and Technical College,Owensboro,KY,2359.0,34957.0
Allure Beauty College,Whitesburg,KY,24.0,
Cloyd's Beauty School 3 Inc,Monroe,LA,70.0,17845.0
Moore Norman Technology Center,Norman,OK,351.0,27739.0
Fayette County Career & Technical Institute Practical Nursing Program,Uniontown,PA,102.0,44345.0
Franklin County Career and Technology Center,Chambersburg,PA,57.0,55314.0
Paul Mitchell the School-Knoxville,Knoxville,TN,142.0,
Ogle School Hair Skin Nails-Hurst,Hurst,TX,187.0,23394.0
Tennessee College of Applied Technology Nashville,Nashville,TN,709.0,35488.0
ECPI University,Virginia Beach,VA,12022.0,39051.0
Ms Roberts Academy of Beauty Culture,Hillside,IL,49.0,
Paul Mitchell the School-Houston,Houston,TX,364.0,26032.0
Fortis Institute-Forty Fort,Forty Fort,PA,172.0,
Laurel Business Institute,Uniontown,PA,283.0,29716.0
Aviation Institute of Maintenance-Philadelphia,Philadelphia,PA,317.0,47226.0
Dorsey College-Roseville,Roseville,MI,428.0,26831.0
Moler-Pickens Beauty Academy,Fairfield,OH,82.0,17971.0
Red River Technology Center,Duncan,OK,493.0,27916.0
Southern Union State Community College,Wadley,AL,3539.0,37303.0
South University-Columbia,Columbia,SC,486.0,35237.0
Clinton Technical School,Clinton,MO,14.0,
Greene County Career and Technology Center,Waynesburg,PA,19.0,39561.0
Lac Courte Oreilles Ojibwe University,Hayward,WI,263.0,17885.0
Diesel Driving Academy-Shreveport,Shreveport,LA,283.0,38696.0
Pima Medical Institute-Mesa,Mesa,AZ,820.0,35113.0
Platt College-Los Angeles,Alhambra,CA,670.0,34922.0
Platt College-Aurora,Greenwood Village,CO,222.0,68568.0
Paul Mitchell the School-Boise,Boise,ID,202.0,20248.0
Educators of Beauty College of Cosmetology-Rockford,Rockford,IL,78.0,18827.0
Northwestern College,Oak Lawn,IL,474.0,34568.0
Douglas J Aveda Institute,East Lansing,MI,889.0,26423.0
Ross Medical Education Center-Brighton,Brighton,MI,29.0,28048.0
Ross Medical Education Center-Ann Arbor,Ann Arbor,MI,33.0,28048.0
Taylortown School of Beauty Inc,Taylor,MI,165.0,16981.0
Pike-Lincoln Technical Center,Eolia,MO,39.0,37559.0
West Virginia Junior College-United Career Institute,Mount Braddock,PA,54.0,26620.0
Bethel Seminary-San Diego,San Diego,CA,,58664.0
St Charles Community College,Cottleville,MO,5305.0,41488.0
University of Massachusetts Global,Irvine,CA,5019.0,64748.0
New College of Florida,Sarasota,FL,632.0,49341.0
Montana Bible College,Bozeman,MT,0.0,
Conservatory of Recording Arts and Sciences,Tempe,AZ,450.0,40240.0
Adrian's Beauty College of Turlock,Turlock,CA,72.0,20053.0
San Joaquin Valley College-Fresno,Fresno,CA,423.0,35856.0
Dr. Ida Rolf Institute,Boulder,CO,54.0,
Aveda Institute-Fort Myers,Fort Myers,FL,425.0,23998.0
Elizabeth Grady School of Esthetics and Massage Therapy,Medford,MA,267.0,
Ross Medical Education Center-Port Huron,Port Huron,MI,36.0,26016.0
Capri Institute of Hair Design-Clifton,Clifton,NJ,242.0,23720.0
Raphael's School of Beauty Culture Inc-Alliance,Alliance,OH,429.0,18811.0
Metro Technology Centers,Oklahoma City,OK,2030.0,42288.0
Luna Community College,Las Vegas,NM,468.0,32528.0
Grabber School of Hair Design,St. Louis,MO,206.0,25357.0
Yeshivah Gedolah Rabbinical College,Miami Beach,FL,52.0,
Raphael's School of Beauty Culture Inc-Brunswick,Brunswick,OH,98.0,20680.0
Caribbean University-Ponce,Ponce,PR,369.0,21885.0
Caribbean University-Vega Baja,Vega Baja,PR,118.0,21885.0
University of Advancing Technology,Tempe,AZ,851.0,48808.0
Paradise Valley Community College,Phoenix,AZ,4413.0,43075.0
Chandler-Gilbert Community College,Chandler,AZ,7317.0,47078.0
Great Plains Technology Center,Lawton,OK,194.0,36953.0
Roane-Jackson Technical Center,Leroy,WV,30.0,36548.0
Pioneer Technology Center,Ponca City,OK,80.0,28668.0
Portage Lakes Career Center,Uniontown,OH,167.0,38360.0
Eastern College of Health Vocations-New Orleans,New Orleans,LA,26.0,23529.0
Bell Mar Beauty College,Cicero,IL,73.0,26062.0
Caddo Kiowa Technology Center,Fort Cobb,OK,104.0,21066.0
Center for Instruction Technology & Innovation,Mexico,NY,35.0,45212.0
International School of Skin Nailcare & Massage Therapy,Sandy Springs,GA,363.0,23980.0
Palomar Institute of Cosmetology,San Marcos,CA,157.0,21379.0
Southern Oklahoma Technology Center,Ardmore,OK,196.0,33062.0
Autry Technology Center,Enid,OK,384.0,32754.0
Greene County Career Center,Xenia,OH,25.0,41003.0
Canadian Valley Technology Center,El Reno,OK,604.0,31034.0
Wilkes-Barre Area Career and Technical Center Practical Nursing,Wilkes Barre,PA,105.0,42087.0
Meridian Technology Center,Stillwater,OK,264.0,31996.0
Waynesville Career Center,Waynesville,MO,26.0,39696.0
Capitol Beauty School,Omaha,NE,154.0,26473.0
Morris County Vocational School District,Denville,NJ,35.0,51608.0
Ross Medical Education Center-Roosevelt Park,Roosevelt Park,MI,122.0,26016.0
Ross Medical Education Center-Kentwood,Kentwood,MI,127.0,29128.0
South Florida Bible College and Theological Seminary,Deerfield Beach,FL,220.0,
Cloyd's Barber School 2 Inc,Monroe,LA,29.0,22823.0
Universal Technical Institute of Illinois Inc,Lisle,IL,1331.0,51889.0
Pennsylvania College of Technology,Williamsport,PA,4201.0,49047.0
Commonwealth Institute of Funeral Service,Houston,TX,272.0,40636.0
Delta College of Arts & Technology,Baton Rouge,LA,284.0,32660.0
InterCoast Colleges-Santa Ana,Santa Ana,CA,7.0,29072.0
Stone Child College,Box Elder,MT,246.0,19470.0
New York Academy of Art,New York,NY,,
Suffolk County Community College,Selden,NY,14594.0,44695.0
Las Positas College,Livermore,CA,6483.0,48431.0
Blades School of Hair Design,California,MD,43.0,26068.0
Ogeechee Technical College,Statesboro,GA,1825.0,29412.0
Remington College-Mobile Campus,Mobile,AL,295.0,27989.0
Southern Technical College,Fort Myers,FL,1294.0,32251.0
Mercy-St Luke's School of Radiologic Technology,Cedar Rapids,IA,21.0,51770.0
Southwest Acupuncture College-Santa Fe,Santa Fe,NM,,
Northwest Technology Center-Alva,Alva,OK,48.0,27311.0
Mercer County Career Center,Mercer,PA,8.0,39162.0
California State University-San Marcos,San Marcos,CA,14937.0,59495.0
Hairmasters Institute of Cosmetology,Bloomington,IL,78.0,22942.0
Tricoci University of Beauty Culture LLC-Bloomington,Bloomington,IN,120.0,17758.0
Interactive College of Technology-Newport,Newport,KY,100.0,26448.0
Miller-Motte College-McCann-Monroe,Monroe,LA,205.0,28836.0
Ross Medical Education Center-Taylor,Taylor,MI,46.0,28178.0
National Tractor Trailer School Inc-Liverpool,Liverpool,NY,157.0,43443.0
Interactive College of Technology,Houston,TX,79.0,26054.0
Butler Beauty Academy-New Castle Beauty Academy,New Castle,PA,28.0,18051.0
NorthWest Arkansas Community College,Bentonville,AR,4872.0,39898.0
Brewster Technical College,Tampa,FL,160.0,26123.0
Hodges University,Fort Myers,FL,430.0,34585.0
University of St. Augustine for Health Sciences,San Marcos,CA,,
Capital Area School of Practical Nursing,Springfield,IL,105.0,47995.0
Hair Professionals Career College,Palos Hills,IL,72.0,24283.0
Empire Beauty School-Bloomfield,Bloomfield,NJ,86.0,23237.0
Southwest Technology Center,Altus,OK,330.0,35426.0
Western Area Career & Technology Center,Canonsburg,PA,29.0,36190.0
Hussian College-Daymar College Clarksville,Clarksville,TN,387.0,26472.0
Nossi College of Art,Nashville,TN,270.0,31180.0
Seguin Beauty School-New Braunfels,New Braunfels,TX,30.0,18899.0
Pima Medical Institute-Seattle,Seattle,WA,553.0,35113.0
Mineral County Vocational Technical Center,Keyser,WV,11.0,48527.0
Hypnosis Motivation Institute,Tarzana,CA,265.0,20641.0
Thanh Le College School of Cosmetology,Garden Grove,CA,66.0,15278.0
Southeastern Technical College,Vidalia,GA,959.0,27764.0
Massachusetts School of Law,Andover,MA,,
Alliance Career Center,Alliance,OH,59.0,32101.0
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,Orlando,FL,2457.0,46539.0
Erwin Technical College,Tampa,FL,665.0,35039.0
Rosel School of Cosmetology,Niles,IL,75.0,15858.0
Worsham College of Mortuary Science,Wheeling,IL,211.0,53900.0
Bryan University,Springfield,MO,174.0,27208.0
Oregon College of Oriental Medicine,Portland,OR,,
Central Pennsylvania Institute of Science and Technology,Pleasant Gap,PA,168.0,42865.0
Northwest Educational Center,Houston,TX,89.0,23423.0
Sebring Career Schools-Houston,Houston,TX,62.0,17977.0
PCI Health Training Center,Dallas,TX,333.0,31396.0
Hamrick School,Medina,OH,165.0,36857.0
Fortis College,Mobile,AL,301.0,24806.0
Downey Adult School,Downey,CA,1013.0,
CRU Institute of Cosmetology and Barbering,Garden Grove,CA,76.0,
Modern Technology School,Fountain Valley,CA,111.0,54099.0
National Career Education,Citrus Heights,CA,512.0,40596.0
North-West College-Glendale,Glendale,CA,123.0,35274.0
Fremont University,Cerritos,CA,150.0,39994.0
Pomona Unified School District Adult and Career Education,Pomona,CA,61.0,25983.0
Universal College of Beauty Inc-Los Angeles 2,Los Angeles,CA,18.0,20725.0
IBMC College,Fort Collins,CO,409.0,32879.0
Avalon Institute-Aurora,Aurora,CO,177.0,26614.0
Academy of Cosmetology,Merritt Island,FL,122.0,21204.0
Sunstate Academy,Clearwater,FL,308.0,22177.0
Fortis College-Smyrna,Smyrna,GA,516.0,34725.0
Ross College-Davenport,Davenport,IA,48.0,28048.0
Pivot Point Academy,Bloomingdale,IL,109.0,27589.0
Blalock's Professional Beauty College,Shreveport,LA,22.0,
Diesel Driving Academy-Baton Rouge,Baton Rouge,LA,272.0,38015.0
New England Hair Academy,Malden,MA,176.0,
Rob Roy Academy-Worcester,Worcester,MA,45.0,18331.0
Upper Cape Cod Regional Technical School,Bourne,MA,76.0,
All-State Career-Baltimore,Baltimore,MD,528.0,32084.0
Adler Graduate School,Minnetonka,MN,,
Academy of Hair Design-Jackson,Jackson,MS,57.0,20089.0
KC's School of Hair Design,Pontotoc,MS,57.0,
Lincoln Technical Institute-Moorestown,Moorestown,NJ,746.0,31386.0
MCVSD,Freehold,NJ,74.0,37923.0
National Tractor Trailer School Inc-Buffalo,Buffalo,NY,125.0,43443.0
Yeshiva Gedolah Imrei Yosef D'spinka,Brooklyn,NY,201.0,35747.0
Knox County Career Center,Mount Vernon,OH,140.0,35791.0
Madison Adult Career Center,Mansfield,OH,106.0,27423.0
Remington College-Cleveland Campus,Cleveland,OH,252.0,27989.0
Toledo Academy of Beauty Culture-East,OREGON,OH,71.0,22404.0
Brown & Clermont Adult Career Campuses,Bethel,OH,51.0,29530.0
Chisholm Trail Technology Center,Omega,OK,22.0,17842.0
Gordon Cooper Technology Center,Shawnee,OK,236.0,38014.0
Kiamichi Technology Center-McAlester,McAlester,OK,538.0,28573.0
YTI Career Institute-Altoona,Altoona,PA,110.0,27862.0
Eastern Center for Arts and Technology,Willow Grove,PA,135.0,52266.0
Empire Beauty School-Center City Philadelphia,Philadelphia,PA,204.0,21225.0
CEM College-Humacao,Humacao,PR,162.0,19736.0
Colegio Mayor de Tecnologia Inc,Arroyo,PR,128.0,24226.0
Institucion Chaviano de Mayaguez,Mayaguez,PR,100.0,15653.0
Liceo de Arte-Dise-O y Comercio,Caguas,PR,200.0,15654.0
Universal Technology College of Puerto Rico,Aguadilla,PR,92.0,19360.0
Academy of Hair Technology,Greenville,SC,74.0,24984.0
Mr Wayne's School of Unisex Hair Design,Cookeville,TN,23.0,20496.0
Queen City College,Clarksville,TN,117.0,24468.0
College of the Marshall Islands,Majuro,MH,1261.0,34483.0
Remington College-Fort Worth Campus,Fort Worth,TX,264.0,27989.0
UCAS University of Cosmetology Arts & Sciences,San Antonio,TX,25.0,22547.0
School of Automotive Machinists & Technology,Houston,TX,110.0,54433.0
Nuvani Institute,San Antonio,TX,18.0,20035.0
Nuvani Institute,Eagle Pass,TX,69.0,19685.0
Texas College of Cosmetology-Abilene,Abilene,TX,98.0,21137.0
Centura College-Newport News,Newport News,VA,174.0,22899.0
Centura College-Norfolk,Norfolk,VA,222.0,22899.0
Virginia Beach City Public Schools School of Practical Nursing,Virginia Beach,VA,26.0,
Northwest College of Art & Design,Tacoma,WA,103.0,34514.0
University of Washington-Bothell Campus,Bothell,WA,5432.0,74063.0
University of Washington-Tacoma Campus,Tacoma,WA,4313.0,74063.0
Huntington School of Beauty Culture,Huntington,WV,100.0,19499.0
Valley College-Beckley,Beckley,WV,90.0,
Valley College-Martinsburg,Martinsburg,WV,621.0,29065.0
Bellus Academy-Poway,Poway,CA,422.0,30522.0
Capstone College,Pasadena,CA,36.0,30437.0
Central Coast College,Salinas,CA,323.0,36869.0
Pacific College of Health and Science,San Diego,CA,262.0,34844.0
Artistic Nails and Beauty Academy-Tampa,Tampa,FL,233.0,22498.0
National Aviation Academy of Tampa Bay,Clearwater,FL,762.0,60384.0
Madison Oneida BOCES-Practical Nursing Program,Verona,NY,78.0,39916.0
College of Health Care Professions,Houston,TX,259.0,31322.0
Center for Advanced Legal Studies,Houston,TX,263.0,51485.0
Houston Training School-Main Campus,Houston,TX,137.0,17434.0
Bay Mills Community College,Brimley,MI,464.0,31578.0
Fond du Lac Tribal and Community College,Cloquet,MN,412.0,40367.0
Northwest Indian College,Bellingham,WA,611.0,30919.0
Provo College,Provo,UT,681.0,33676.0
CET-Coachella,Coachella,CA,87.0,29012.0
CET-Oxnard,Oxnard,CA,94.0,29012.0
CET-Santa Maria,Santa Maria,CA,116.0,29012.0
Colorado School of Traditional Chinese Medicine,Denver,CO,,
Michigan College of Beauty-Troy,Troy,MI,323.0,24799.0
Ogle School Hair Skin Nails-Dallas,Dallas,TX,367.0,27901.0
Phoenix Seminary,Scottsdale,AZ,,
Faust Institute of Cosmetology-Spirit Lake,Spirit Lake,IA,15.0,25525.0
Cheeks Beauty Academy,Loveland,CO,30.0,24188.0
Colorado School of Healing Arts,Lakewood,CO,22.0,27298.0
Mt. Diablo Adult Education-Mt. Diablo USD,Concord,CA,146.0,39233.0
Greater Lowell Technical School,Tyngsboro,MA,80.0,
Academy of Hair Design-Pearl,Pearl,MS,42.0,23264.0
Genesis Career College-Lebanon,Lebanon,TN,173.0,22248.0
Southwest College for the Deaf,Big Spring,TX,49.0,36875.0
Fortis College-Richmond,Richmond,VA,455.0,28215.0
Midwest College of Oriental Medicine-Racine,Racine,WI,8.0,46084.0
Hacienda La Puente Adult Education,La Puente,CA,748.0,33886.0
La Belle Beauty Academy,Miami,FL,242.0,13802.0
Hawaii Community College,Hilo,HI,1634.0,32211.0
Robert Fiance Beauty Schools-North Plainfield,North Plainfield,NJ,162.0,25991.0
Long Island Beauty School-Hauppauge,Hauppauge,NY,206.0,26394.0
Buckeye Joint Vocational School,New Philadelphia,OH,80.0,28072.0
Sandusky Career Center,Sandusky,OH,92.0,36038.0
Greater Altoona Career & Technology Center,Altoona,PA,233.0,38834.0
Central Texas Beauty College-Temple,Temple,TX,132.0,18043.0
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,Angola,NY,6.0,35594.0
Empire Beauty School-Brooklyn,Brooklyn,NY,127.0,23754.0
Eastern New Mexico University Ruidoso Branch Community College,Ruidoso,NM,345.0,36355.0
UEI College-Ontario,Ontario,CA,898.0,28233.0
UEI College-Reseda,Reseda,CA,736.0,28233.0
Beacon College,Leesburg,FL,431.0,24347.0
Acupuncture and Integrative Medicine College-Berkeley,Berkeley,CA,,
Estrella Mountain Community College,Avondale,AZ,6223.0,40317.0
Heartland Community College,Normal,IL,3023.0,36152.0
University of the Potomac-Washington DC Campus,Washington,DC,171.0,41378.0
Rabbi Jacob Joseph School,Edison,NJ,91.0,
The Salon Professional Academy-Melbourne,Melbourne,FL,141.0,17202.0
Albert Einstein College of Medicine,Bronx,NY,,
Fortis Institute-Scranton,Scranton,PA,241.0,29327.0
Everglades University,Boca Raton,FL,2212.0,44919.0
Seminar L'moros Bais Yaakov,Brooklyn,NY,475.0,21406.0
Herzing University-Orlando,Winter Park,FL,727.0,34238.0
Cortiva Institute,Pompano Beach,FL,106.0,26488.0
College of Biblical Studies-Houston,Houston,TX,418.0,47653.0
Inner State Beauty School,Lyndhurst,OH,79.0,19323.0
Mid-EastCTC-Adult Education,Zanesville,OH,238.0,36308.0
Polaris Career Center,Middleburg Heights,OH,225.0,37774.0
P&A Scholars Beauty School,Detroit,MI,108.0,19846.0
Sharp's Academy of Hairstyling,Grand Blanc,MI,29.0,19599.0
The College of Health Care Professions-Northwest,Houston,TX,2991.0,31322.0
School of Professional Horticulture New York Botanical Garden,Bronx,NY,9.0,
Fortis College,Houston,TX,327.0,32084.0
Alhambra Beauty College,Alhambra,CA,48.0,11085.0
UEI College-Gardena,Gardena,CA,1248.0,35618.0
Asian-American International Beauty College,Westminster,CA,357.0,12643.0
Copper Mountain Community College,Joshua Tree,CA,1087.0,35535.0
Diversified Vocational College,Los Angeles,CA,264.0,23817.0
UEI College-Fresno,Fresno,CA,1077.0,27773.0
Santiago Canyon College,Orange,CA,11327.0,42413.0
Southern California Institute of Technology,Anaheim,CA,521.0,41049.0
Soka University of America,Aliso Viejo,CA,435.0,53281.0
Summit College,San Bernardino,CA,1100.0,34529.0
Advance Beauty College,Garden Grove,CA,550.0,12046.0
Los Angeles Pacific College,Los Angeles,CA,47.0,
World Mission University,Los Angeles,CA,179.0,
Yo San University of Traditional Chinese Medicine,Los Angeles,CA,,
John Amico School of Hair Design,Oak Forest,IL,240.0,
Delta College Inc,Covington,LA,178.0,24587.0
Tri-State Cosmetology Institute,El Paso,TX,134.0,19173.0
Frontier Community College,Fairfield,IL,308.0,
